	Movie	Month	Day	Release Year	Budget($M)	Domestic Gross($M)	Worldwide Gross($M)	URL	Language	Country	Genre	CastID	Rating	DirectorID
1410	Identity Thief	Feb	8	2013	35.0	134.50692	175.361578	/title/tt2024432/?ref_=fn_al_tt_1	['English', 'Italian', 'Japanese']	['USA', 'Australia']	['Comedy', 'Crime']	['nm0000867/', 'nm0565250/', 'nm0269463/', 'nm0001605/', 'nm1939267/', 'nm1270009/', 'nm0004820/', 'nm0158626/', 'nm0001598/', 'nm0832314/']	7.3	nm0449871
1411	The Devil Wears Prada	Jun	30	2006	35.0	124.74046	326.073155	/title/tt0458352/?ref_=fn_al_tt_1	['English', 'Russian', 'Spanish']	['USA']	['Comedy', 'Drama']	['nm0000658/', 'nm0004266/', 'nm1289434/', 'nm0001804/', 'nm0048932/', 'nm0004978/', 'nm1139632/', 'nm1360860/', 'nm0839326/', 'nm0335344/']	3.8	nm1349376
1412	Horrible Bosses	Jul	8	2011	35.0	117.538559	212.417601	/title/tt1499658/?ref_=fn_al_tt_1	['English']	['Canada', 'USA']	['Comedy', 'Crime']	['nm0000867/', 'nm2528248/', 'nm0000228/', 'nm0206359/', 'nm0005441/', 'nm0003320/', 'nm0000098/', 'nm0837177/', 'nm1859626/', 'nm0050659/']	4.8	nm0422484
1413	Spy Kids	Mar	30	2001	35.0	112.692062	197.692062	/title/tt0227538/?ref_=fn_al_tt_1	['English', 'Vietnamese']	['UK', 'Germany', 'France', 'USA']	['Action', 'Adventure', 'Comedy']	['nm0000104/', 'nm0001303/', 'nm0891786/', 'nm0754512/', 'nm0000159/', 'nm0001507/', 'nm0001598/', 'nm0001803/', 'nm0622897/', 'nm0719736/']	7.3	nm0878638
1414	Trainwreck	Jul	17	2015	35.0	110.03813	140.561831	/title/tt3152624/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0703800/', 'nm6477291/', 'nm7106491/', 'nm2154960/', 'nm2019219/', 'nm3261682/', 'nm7106492/', 'nm1184886/', 'nm0446218/', 'nm4522036/']	8.5	nm0592400
1415	Saving Mr. Banks	Dec	13	2013	35.0	83.299761	114.962525	/title/tt2140373/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Comedy', 'Drama']	['nm0000668/', 'nm0000158/', 'nm4003520/', 'nm0268199/', 'nm2235721/', 'nm0316079/', 'nm0925966/', 'nm1145983/', 'nm0005403/', 'nm5339265/']	5.3	nm0000776
1416	Star Trek: The Motion Picture	Dec	7	1979	35.0	82.258456	139.0	/title/tt0079945/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Mystery', 'Sci-Fi']	['nm0000638/', 'nm0000559/', 'nm0001420/', 'nm0001150/', 'nm0001786/', 'nm0000854/', 'nm0000479/', 'nm0629667/', 'nm0001422/', 'nm0004834/']	6.8	nm2128335
1417	21	Mar	21	2008	35.0	81.159365	157.852532	/title/tt0478087/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Drama', 'Thriller']	['nm0836343/', 'nm0000228/', 'nm0098378/', 'nm1683094/', 'nm0487594/', 'nm0686009/', 'nm0000401/', 'nm0569079/', 'nm1265802/', 'nm1758979/']	6.2	nm0200005
1418	What Happens in Vegas...	May	3	2008	35.0	80.277646	218.535708	/title/tt2889330/?ref_=fn_al_tt_1	['English']	['USA']	['Reality-TV']	['nm7478436/', 'nm5485286/', 'nm5485663/', 'nm7478437/', '', '', '', '', '', '']	5.3	nm0000165
1419	Cape Fear	Nov	15	1991	35.0	79.091969	182.291969	/title/tt0101540/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Thriller']	['nm0000134/', 'nm0000560/', 'nm0001448/', 'nm0000496/', 'nm0000833/', 'nm0000053/', 'nm0000060/', 'nm0000842/', 'nm0001152/', 'nm0000669/']	6.1	nm0001502
1420	The English Patient	Nov	15	1996	35.0	78.716374	231.716374	/title/tt0116209/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Drama', 'Romance', 'War']	['nm0000146/', 'nm0000300/', 'nm0000353/', 'nm0000218/', 'nm0004710/', 'nm0000147/', 'nm0905554/', 'nm0001638/', 'nm0923610/', 'nm0581378/']	6.2	nm0664756
1421	Guess Who	Mar	25	2005	35.0	68.915888	102.115888	/title/tt0372237/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Romance']	['nm0005170/', 'nm0005110/', 'nm0757855/', 'nm0779399/', 'nm0930724/', 'nm1285540/', 'nm0193551/', 'nm0498165/', 'nm0628420/', 'nm0716277/']	6.2	nm0000591
1422	This is 40	Dec	21	2012	35.0	67.544505	90.221182	/title/tt1758830/?ref_=fn_al_tt_1	['English']	['UK', 'Australia', 'USA']	['Comedy', 'Romance']	['nm0748620/', 'nm0005182/', 'nm2654829/', 'nm2957717/', 'nm0781981/', 'nm1754239/', 'nm0806912/', 'nm1083271/', 'nm2304722/', 'nm0277813/']	5.1	nm0000776
1423	L.A. Confidential	Sep	19	1997	35.0	64.604977	126.204977	/title/tt0119488/?ref_=fn_al_tt_1	['English', 'Japanese', 'Esperanto']	['USA', 'UK']	['Crime', 'Drama', 'Mystery']	['nm0000228/', 'nm0000128/', 'nm0001602/', 'nm0000342/', 'nm0000107/', 'nm0000362/', 'nm0000657/', 'nm0726492/', 'nm0566783/', 'nm0002117/']	6.5	nm0378893
1424	Sky High	Jul	29	2005	35.0	63.939454	83.109359	/title/tt0405325/?ref_=fn_al_tt_1	['English']	['Japan', 'USA']	['Adventure', 'Comedy', 'Family']	['nm0029400/', 'nm0000621/', 'nm0000593/', 'nm1263939/', 'nm0944018/', 'nm0373571/', 'nm0199898/', 'nm1712175/', 'nm1480174/', 'nm1002609/']	4.5	nm0000118
1425	In & Out	Sep	19	1997	35.0	63.826569	83.226569		['English', 'Spanish']	['USA']	[]	['', '', '', '', '', '', '', '', '', '']	6.6	nm0000631
1426	The Cell	Aug	18	2000	35.0	61.280963	85.911226	/title/tt0209958/?ref_=fn_al_tt_1	['English']	['France', 'Poland', 'Germany', 'UK', 'USA']	['Horror', 'Sci-Fi', 'Thriller']	['nm0000182/', 'nm0416381/', 'nm0048414/', 'nm0001399/', 'nm0065418/', 'nm0888727/', 'nm0000872/', 'nm0000352/', 'nm0840059/', 'nm0000681/']	6.2	nm0835732
1427	Species	Jul	7	1995	35.0	60.054449	113.354449	/title/tt0114508/?ref_=fn_al_tt_1	['English']	['Australia', 'USA']	['Action', 'Horror', 'Sci-Fi']	['nm0001426/', 'nm0000514/', 'nm0000547/', 'nm0001845/', 'nm0001339/', 'nm0000449/', 'nm0931329/', 'nm0526185/', 'nm0278877/', 'nm0571424/']	6.6	nm0591171
1428	The Benchwarmers	Apr	7	2006	35.0	59.843754	65.063726	/title/tt0437863/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Comedy', 'Family']	['nm0001705/', 'nm0005450/', 'nm1417647/', 'nm0001484/', 'nm0452929/', 'nm0801356/', 'nm0005218/', 'nm0841910/', 'nm0058814/', 'nm1004774/']	6.1	nm0500896
1429	Secretariat	Oct	8	2010	35.0	59.699513	60.376247	/title/tt1028576/?ref_=fn_al_tt_1	['English']	['USA', 'Romania', 'Germany']	['Biography', 'Drama', 'Family']	['nm0000178/', 'nm0000518/', 'nm0909620/', 'nm0553269/', 'nm1734700/', 'nm3845059/', 'nm0000669/', 'nm0000342/', 'nm0001277/', 'nm0362268/']	6.6	nm0428600
1430	The Man in the Iron Mask	Mar	13	1998	35.0	56.968169	56.968169	/title/tt0120744/?ref_=fn_al_tt_1	['English']	['USA', 'Australia']	['Action', 'Adventure']	['nm0000138/', 'nm0000460/', 'nm0000518/', 'nm0000367/', 'nm0000321/', 'nm0001594/', 'nm0002105/', 'nm0041029/', 'nm0765597/', 'nm0491402/']	6.6	nm0000759
1431	Friends with Benefits	Jul	22	2011	35.0	55.802754	146.595891	/title/tt1632708/?ref_=fn_al_tt_1	['English']	['UK', 'France', 'USA']	['Comedy', 'Romance']	['nm0005493/', 'nm0005109/', 'nm0165101/', 'nm0001184/', 'nm1034965/', 'nm0420955/', 'nm0000437/', 'nm2188098/', 'nm1676221/', 'nm1027039/']	6.3	nm0001219
1432	Neighbors 2: Sorority Rising	May	20	2016	35.0	55.34073	104.444374	/title/tt4438848/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy']	['nm0736622/', 'nm1374980/', 'nm0126284/', 'nm1631269/', 'nm0054697/', 'nm4169922/', 'nm2002649/', 'nm4273797/', 'nm2395586/', 'nm2788156/']	5.7	nm0362566
1433	TMNT	Mar	23	2007	35.0	54.149098	96.096018	/title/tt0318913/?ref_=fn_al_tt_1	['English']	['USA']	['Animation', 'Action', 'Adventure']	['nm0999118/', 'nm0969901/', 'nm0969153/', 'nm0726184/', 'nm1229511/', 'nm0860443/', 'nm0770832/', 'nm0853301/', '', '']	6.6	nm1098493
1434	Radio	Oct	24	2003	35.0	52.333738	53.293628	/title/tt0316465/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Drama', 'Sport']	['nm0000421/', 'nm0000438/', 'nm0005569/', 'nm0580924/', 'nm0786641/', 'nm0611889/', 'nm0237711/', 'nm0809720/', 'nm0106755/', 'nm0000700/']	5.9	nm3363032
1435	Old Dogs	Nov	25	2009	35.0	49.49206	95.104304	/title/tt0976238/?ref_=fn_al_tt_1	['English']	['UK', 'USA']	['Comedy', 'Family']	['nm0000237/', 'nm0000245/', 'nm0000593/', 'nm1739782/', 'nm0998183/', 'nm0521753/', 'nm0001293/', 'nm0005170/', 'nm0000369/', 'nm0000268/']	6.5	nm0000255
1436	Malcolm X	Nov	18	1992	35.0	48.16991	48.16991	/title/tt0104797/?ref_=fn_al_tt_1	['English', 'French', 'German', 'Latin']	['USA']	['Biography', 'Drama', 'History']	['nm0000243/', 'nm0000291/', 'nm0355278/', 'nm0293272/', 'nm0005148/', 'nm0000490/', 'nm0005337/', 'nm0894690/', 'nm0571188/', 'nm0391218/']	6.2	nm0001747
1437	Underworld 3: Rise of the Lycans	Jan	23	2009	35.0	45.802315	89.102315	/title/tt0834001/?ref_=fn_al_tt_1	['English']	['USA', 'France']	['Action', 'Adventure', 'Fantasy']	['nm0790688/', 'nm0631490/', 'nm0593961/', 'nm0533599/', 'nm0340485/', 'nm0040058/', 'nm0112397/', 'nm1055186/', 'nm3265436/', 'nm0370411/']	7.4	nm0001054
1438	Must Love Dogs	Jul	29	2005	35.0	43.894863	58.894863	/title/tt0417001/?ref_=fn_al_tt_1	['English', 'French']	['USA']	['Comedy', 'Romance']	['nm0000178/', 'nm0000131/', 'nm0001610/', 'nm0001626/', 'nm0000551/', 'nm0000330/', 'nm0385029/', 'nm0377034/', 'nm1194672/', 'nm1097351/']	5.0	nm0280814
1439	License to Wed	Jul	3	2007	35.0	43.799818	70.187088	/title/tt0762114/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Romance']	['nm0000245/', 'nm0601553/', 'nm1024677/', 'nm0647638/', 'nm0852132/', 'nm1346160/', 'nm1154986/', 'nm0005471/', 'nm0951471/', 'nm0366509/']	6.8	nm0505662
1440	Donnie Brasco	Feb	28	1997	35.0	41.954997	65.303052	/title/tt0119008/?ref_=fn_al_tt_1	['English', 'Italian', 'Latin']	['USA']	['Biography', 'Crime', 'Drama']	['nm0000199/', 'nm0000136/', 'nm0000514/', 'nm0456124/', 'nm0751638/', 'nm0000162/', 'nm0411964/', 'nm0065418/', 'nm0583951/', 'nm0850211/']	7.6	nm0228542
1441	Max Payne	Oct	17	2008	35.0	40.687294	85.761789	/title/tt0467197/?ref_=fn_al_tt_1	['English', 'Pushto', 'Dari', 'French']	['USA']	['Action', 'Crime', 'Drama']	['nm0000242/', 'nm0005109/', 'nm0000977/', 'nm0524839/', 'nm0000563/', 'nm0006610/', 'nm1004774/', 'nm0123632/', 'nm1385871/', 'nm0336923/']	3.8	nm0003620
1442	Resident Evil	Mar	15	2002	35.0	40.119709	103.787401	/title/tt0120804/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Horror', 'Sci-Fi']	['nm1011675/', 'nm0668994/', 'nm0654049/', 'nm0093319/', 'nm0562008/', 'nm0849751/', 'nm0538443/', 'nm0124964/', 'nm0082550/', 'nm0321800/']	6.2	nm0405632
1443	The Ladykillers	Mar	26	2004	35.0	39.692139	77.392139	/title/tt0335245/?ref_=fn_al_tt_1	['English']	['USA', 'Ireland', 'UK']	['Comedy', 'Crime', 'Thriller']	['nm0000158/', 'nm0355659/', 'nm0005541/', 'nm0799777/', 'nm0002245/', 'nm0403652/', 'nm0216392/', 'nm0908648/', 'nm0566279/', 'nm0915868/']	6.3	nm0210320
1444	Something Borrowed	May	6	2011	35.0	39.046489	65.084116	/title/tt0372532/?ref_=fn_al_tt_1	['English', 'Italian']	['USA', 'UK', 'Germany']	['Comedy', 'Romance']	['nm0005226/', 'nm0000551/', 'nm0010736/', 'nm0202603/', 'nm0661703/', 'nm0790785/', 'nm0250718/', 'nm0852466/', 'nm0416637/', 'nm1807168/']	5.2	nm0000759
1445	The Nativity Story	Dec	1	2006	35.0	37.629831	46.309644	/title/tt0762121/?ref_=fn_al_tt_1	['English', 'Russian', 'Czech']	['Ireland', 'UK', 'France', 'USA']	['Drama', 'Family', 'History']	['nm1095720/', 'nm1209966/', 'nm0007814/', 'nm0869467/', 'nm0001354/', 'nm0013037/', 'nm0870199/', 'nm0796502/', 'nm0768022/', 'nm0248254/']	6.1	nm0001081
1446	In Time	Oct	28	2011	35.0	37.553932	165.103952	/title/tt1637688/?ref_=fn_al_tt_1	['English', 'Mandarin', 'Cantonese']	['USA', 'Canada']	['Action', 'Sci-Fi', 'Thriller']	['nm0005493/', 'nm1312575/', 'nm3618685/', 'nm0301959/', 'nm4213653/', 'nm1705317/', 'nm2508626/', 'nm0497522/', 'nm1515878/', 'nm1731478/']	6.2	nm0094080
1447	The Back-up Plan	Apr	23	2010	35.0	37.490007	75.281179	/title/tt1212436/?ref_=fn_al_tt_1	['English', 'Spanish']	['USA']	['Comedy', 'Romance']	['nm0000182/', 'nm1533927/', 'nm1143861/', 'nm0647638/', 'nm0026364/', 'nm1715275/', 'nm0565250/', 'nm0098014/', 'nm1185753/', 'nm1566486/']	5.7	nm4416167
1448	J. Edgar	Nov	9	2011	35.0	37.30603	84.60603	/title/tt1616195/?ref_=fn_al_tt_1	['English']	['USA']	['Biography', 'Crime', 'Drama']	['nm0000138/', 'nm0357979/', 'nm0682762/', 'nm0493179/', 'nm3239803/', 'nm2466415/', 'nm2322406/', 'nm1807372/', 'nm2067953/', 'nm0915208/']	6.8	nm0001024
1449	Bounce	Nov	17	2000	35.0	36.805288	53.425292	/title/tt2368645/?ref_=fn_al_tt_1	['English']	['UK', 'USA']	['Drama', 'Romance']	['nm0253708/', 'nm3666749/', 'nm2503064/', 'nm1349694/', 'nm1228504/', 'nm1859988/', 'nm1355362/', 'nm1838568/', 'nm0001002/', 'nm0823155/']	6.0	nm0562645
1450	Hot Pursuit	May	8	2015	35.0	34.580201	45.680201	/title/tt2967224/?ref_=fn_al_tt_1	['English']	['USA', 'Germany', 'UK', 'Japan']	['Action', 'Comedy', 'Crime']	['nm0000702/', 'nm0005527/', 'nm0215682/', 'nm1134612/', 'nm2059117/', 'nm0429114/', 'nm0631373/', 'nm1828317/', 'nm1370408/', 'nm0002253/']	4.3	nm0449984
1451	Concussion	Dec	25	2015	35.0	34.531832	50.36379	/title/tt3322364/?ref_=fn_al_tt_1	['English']	['Germany', 'USA']	['Biography', 'Drama', 'Sport']	['nm0000226/', 'nm0000285/', 'nm0000983/', 'nm1813221/', 'nm0001556/', 'nm0397124/', 'nm0005282/', 'nm0550371/', 'nm0004991/', 'nm0015382/']	6.8	nm0684336
1452	Closer	Dec	3	2004	35.0	33.987757	116.209001	/title/tt0376541/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Romance']	['nm0000210/', 'nm0000179/', 'nm0000204/', 'nm0654110/', 'nm0387614/', 'nm0830479/', '', '', '', '']	7.3	nm0609236
1453	Street Fighter	Dec	23	1994	35.0	33.423	99.423	/title/tt0111301/?ref_=fn_al_tt_1	['English']	['UK']	['Action', 'Adventure', 'Comedy']	['nm0000241/', 'nm0000471/', 'nm0001840/', 'nm0152082/', 'nm0001541/', 'nm0001003/', 'nm0542677/', 'nm0786022/', 'nm0117420/', 'nm0005598/']	5.7	nm0001747
1454	Black Knight	Nov	21	2001	35.0	33.422806	33.422806	/title/tt0265087/?ref_=fn_al_tt_1	['English']	['USA', 'Un']	['Adventure', 'Comedy', 'Fantasy']	['nm0001454/', 'nm0859720/', 'nm0929489/', 'nm0716490/', 'nm0593258/', 'nm0183613/', 'nm0176723/', 'nm0917269/', 'nm0421421/', 'nm0876305/']	4.8	nm0336620
1455	The Bad News Bears	Jul	22	2005	35.0	32.868349	33.50062	/title/tt0074174/?ref_=fn_al_tt_1	['English', 'Italian']	['USA']	['Comedy', 'Drama', 'Family']	['nm0000527/', 'nm0001575/', 'nm0607558/', 'nm0887696/', 'nm0681319/', 'nm0355097/', 'nm0527501/', 'nm0055542/', 'nm0089905/', 'nm0146695/']	5.5	nm0001239
1456	The Pianist	Dec	27	2002	35.0	32.519322	111.854182	/title/tt0253474/?ref_=fn_al_tt_1	['English']	['UK', 'France', 'USA']	['Biography', 'Drama', 'Music']	['nm0004778/', 'nm0288976/', 'nm0954076/', 'nm0832380/', 'nm0513520/', 'nm0277975/', 'nm0962577/', 'nm0713469/', 'nm0611148/', 'nm0725956/']	5.4	nm0382956
1457	From Hell	Oct	19	2001	35.0	31.598308	68.712365	/title/tt0120681/?ref_=fn_al_tt_1	['English']	['UK', 'USA']	['Horror', 'Mystery', 'Thriller']	['nm0000136/', 'nm0001287/', 'nm0000453/', 'nm0001059/', 'nm0007183/', 'nm0002076/', 'nm0001020/', 'nm0367731/', 'nm0528462/', 'nm0722631/']	7.3	nm0629272
1458	Mirrors	Aug	15	2008	35.0	30.691439	77.220596	/title/tt0790686/?ref_=fn_al_tt_1	['English']	['USA']	['Horror', 'Mystery']	['nm0000662/', 'nm1745736/', 'nm2624602/', 'nm2365756/', 'nm0005442/', 'nm0670526/', 'nm0795344/', 'nm0002076/', 'nm0013927/', 'nm0002103/']	7.1	nm0000921
1459	Queen of the Damned	Feb	22	2002	35.0	30.307804	30.307804	/title/tt0238546/?ref_=fn_al_tt_1	['English']	['USA']	['Drama', 'Fantasy', 'Horror']	['nm0004691/', 'nm0870204/', 'nm0603413/', 'nm0001641/', 'nm0001524/', 'nm0000565/', 'nm0543580/', 'nm0085227/', 'nm0817748/', 'nm0628563/']	6.0	nm0948159
1460	Nanny McPhee and the Big Bang	Aug	20	2010	35.0	29.197642	97.799865	/title/tt1415283/?ref_=fn_al_tt_1	['English']	['USA']	['Comedy', 'Family', 'Fantasy']	['nm0350454/', 'nm3489031/', 'nm2633535/', 'nm3409182/', 'nm2869309/', 'nm2890526/', 'nm0990547/', 'nm0406975/', 'nm0001749/', 'nm1561651/']	5.2	nm0423646
1461	Untraceable	Jan	25	2008	35.0	28.687835	52.649951	/title/tt0880578/?ref_=fn_al_tt_1	['English']	['USA']	['Crime', 'Mystery', 'Thriller']	['nm0000178/', 'nm0121605/', 'nm0004988/', 'nm0189200/', 'nm0002148/', 'nm1843993/', 'nm1654831/', 'nm1549503/', 'nm0212498/', 'nm0184086/']	6.9	nm0001674
1462	Predator 2	Nov	21	1990	35.0	28.317513	54.768418	/title/tt0100403/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Horror', 'Sci-Fi']	['nm0001310/', 'nm0000418/', 'nm0000997/', 'nm0001952/', 'nm0000744/', 'nm0000200/', 'nm0001108/', 'nm0000284/', 'nm0566382/', 'nm0235968/']	6.2	nm0680846
1463	Abduction	Sep	23	2011	35.0	28.087155	86.648359	/title/tt1600195/?ref_=fn_al_tt_1	['English', 'German']	['USA']	['Action', 'Mystery', 'Thriller']	['nm1362962/', 'nm4670877/', 'nm1290135/', 'nm0004742/', 'nm1676505/', 'nm4669631/', 'nm0128861/', 'nm4669655/', 'nm3261191/', 'nm0149150/']	6.3	nm0359387
1464	Flash Gordon	Dec	5	1980	35.0	27.10796	27.10796	/title/tt0080745/?ref_=fn_al_tt_1	['English', 'Spanish']	['UK', 'USA']	['Action', 'Adventure', 'Sci-Fi']	['nm0429207/', 'nm0000758/', 'nm0001884/', 'nm0867694/', 'nm0001560/', 'nm0001096/', 'nm0000306/', 'nm0943936/', 'nm0577423/', 'nm0651570/']	4.6	nm0000318
1465	Superhero Movie	Mar	28	2008	35.0	26.63852	73.026302	/title/tt0426592/?ref_=fn_al_tt_1	['English']	['USA']	['Action', 'Comedy', 'Sci-Fi']	['nm0068166/', 'nm0668139/', 'nm0001520/', 'nm0000558/', 'nm0366389/', 'nm0005385/', 'nm1218621/', 'nm0202966/', 'nm0000653/', 'nm0431451/']	8.5	nm0005366
1466	Blast from the Past	Feb	12	1999	35.0	26.61362	26.61362	/title/tt0124298/?ref_=fn_al_tt_1	['English', 'Russian']	['Aruba', '', 'USA']	['Comedy', 'Drama', 'Romance']	['nm0000409/', 'nm0000224/', 'nm0000686/', 'nm0000651/', 'nm0004929/', 'nm0806217/', 'nm0710632/', 'nm0849522/', 'nm0808022/', 'nm0817038/']	7.5	nm0001053
1467	Alex Cross	Oct	19	2012	35.0	25.888412	35.426759	/title/tt1712170/?ref_=fn_al_tt_1	['English']	['USA', 'Canada', 'France', 'Turkey']	['Action', 'Crime', 'Mystery']	['nm1347153/', 'nm0122653/', 'nm0289142/', 'nm0000606/', 'nm0252238/', 'nm0001807/', 'nm0629697/', 'nm0001525/', 'nm0246306/', 'nm2780578/']	6.9	nm0001054
1468	Jersey Girl	Mar	26	2004	35.0	25.266129	37.066129	/title/tt0300051/?ref_=fn_al_tt_1	['English', 'Maya']	['USA']	['Comedy', 'Drama', 'Romance']	['nm0008640/', 'nm2676405/', 'nm1577648/', 'nm1445789/', 'nm1544184/', 'nm1577613/', 'nm1595375/', 'nm1211485/', 'nm0000255/', 'nm0777059/']	8.0	nm0001149
1469	Midnight in the Garden of Good and Evil	Nov	21	1997	35.0	25.078937	25.078937	/title/tt0119668/?ref_=fn_al_tt_1	['English', 'French', 'Czech']	['USA', 'Canada']	['Crime', 'Drama', 'Mystery']	['nm0000131/', 'nm0000228/', 'nm0860233/', 'nm0355659/', 'nm0000179/', 'nm0002055/', 'nm0004272/', 'nm0149288/', 'nm0521702/', 'nm0359774/']	6.4	nm0711840
1470	Hoffa	Dec	25	1992	35.0	23.365858	28.391473	/title/tt0104427/?ref_=fn_al_tt_1	['English']	['UK', 'S']	['Biography', 'Crime', 'Drama']	['nm0000197/', 'nm0000362/', 'nm0000800/', 'nm0000687/', 'nm0000604/', 'nm0001844/', 'nm0000754/', 'nm0752636/', 'nm0698764/', 'nm0634101/']	8.4	nm0291205
1471	Whiskey Tango Foxtrot	Mar	4	2016	35.0	23.083334	24.888742	/title/tt3553442/?ref_=fn_al_tt_1	['English', 'Syriac', 'Aramaic', 'Italian', 'Latin']	['USA', 'Canada', 'Germany']	['Biography', 'Comedy', 'Drama']	['nm0275486/', 'nm3053338/', 'nm0293509/', 'nm0000547/', 'nm3571592/', 'nm0000671/', 'nm1002609/', 'nm2913856/', 'nm2611074/', 'nm2797756/']	7.1	nm1164861
1472	Ella Enchanted	Apr	9	2004	35.0	22.913677	22.913677	/title/tt0327679/?ref_=fn_al_tt_1	['English', 'French', 'Russian']	['USA', 'Germany']	['Comedy', 'Family', 'Fantasy']	['nm0004266/', 'nm0199215/', 'nm0000144/', 'nm1264521/', 'nm0525921/', 'nm0700577/', 'nm1264670/', 'nm0000378/', 'nm0001385/', 'nm0176869/']	6.8	nm0001675
1473	Hitman: Agent 47	Aug	21	2015	35.0	22.46745	81.96745	/title/tt2679042/?ref_=fn_al_tt_1	['English', 'Ukrainian']	['USA', 'UK']	['Action', 'Adventure', 'Crime']	['nm2854802/', 'nm2045884/', 'nm1026278/', 'nm1095432/', 'nm7515517/', 'nm0116041/', 'nm0143819/', 'nm7515518/', 'nm0179349/', 'nm0220162/']	5.5	nm0031976
1474	Bridget Jones’s Baby	Sep	16	2016	35.0	21.960695	121.860695	/title/tt1473832/?ref_=fn_al_tt_1	['English', 'French', 'Spanish']	['UK', 'Australia', 'USA']	['Comedy', 'Romance']	['nm0000250/', 'nm0428121/', 'nm0000980/', 'nm0680766/', 'nm0722279/', 'nm0376602/', 'nm1941093/', 'nm0072725/', 'nm0000147/', 'nm1552362/']	5.7	nm0359387
1475	The X-Files: I Want to Believe	Jul	25	2008	35.0	20.982478	68.170792	/title/tt0443701/?ref_=fn_al_tt_1	['English', 'Mandarin']	['France', 'Switzerland']	['Drama', 'Mystery', 'Sci-Fi']	['nm0000141/', 'nm0000096/', 'nm0001605/', 'nm0175262/', 'nm0944702/', 'nm0683379/', 'nm0719678/', 'nm0324134/', 'nm0224477/', 'nm0043704/']	6.1	nm0936404
1476	Premium Rush	Aug	24	2012	35.0	20.275446	31.393201	/title/tt1547234/?ref_=fn_al_tt_1	['English']	['USA', '', 'China', 'Canada']	['Action', 'Crime', 'Thriller']	['nm0330687/', 'nm1268158/', 'nm5217936/', 'nm0673662/', 'nm0158207/', 'nm3261044/', 'nm1210494/', 'nm4468958/', 'nm0541902/', 'nm3354777/']	6.9	nm0525659
1477	Broken City	Jan	18	2013	35.0	19.701164	34.480045	/title/tt1235522/?ref_=fn_al_tt_1	['Spanish', 'Chinese', 'Wolof']	['UK']	['Crime', 'Drama', 'Thriller']	['nm0000242/', 'nm0000128/', 'nm0001876/', 'nm0942482/', 'nm0001608/', 'nm1775214/', 'nm2358540/', 'nm0004729/', 'nm0151419/', 'nm0710447/']	4.9	nm0000217
1478	Valiant	Aug	19	2005	35.0	19.478106	64.188387	/title/tt0361089/?ref_=fn_al_tt_1	['English']	['Mexico', 'Spain']	['Animation', 'Adventure', 'Comedy']	['nm0000191/', 'nm0315041/', 'nm0000347/', 'nm0000980/', 'nm0491402/', 'nm0000092/', 'nm0000457/', 'nm0868476/', 'nm0562201/', 'nm0931404/']	6.8	nm0005237
1479	Wonder Boys	Feb	23	2000	35.0	19.389454	33.422485	/title/tt0185014/?ref_=fn_al_tt_1	['English', 'Spanish', 'Arabic']	['USA']	['Comedy', 'Drama']	['nm0000140/', 'nm0001497/', 'nm0000531/', 'nm0000375/', 'nm0005017/', 'nm0001800/', 'nm0461666/', 'nm0011038/', 'nm0146680/', 'nm0001796/']	7.1	nm0838198
1480	Cursed	Feb	25	2005	35.0	19.294901	25.114901	/title/tt0257516/?ref_=fn_al_tt_1	['English', 'Inuktitut']	['USA']	['Comedy', 'Horror']	['nm0005577/', 'nm0616550/', 'nm0002436/', 'nm0002936/', 'nm0602265/', 'nm1828826/', 'nm0251986/', 'nm0893257/', 'nm1349596/', 'nm1426686/']	7.2	nm0031976
1481	Walk Hard: The Dewey Cox Story	Dec	21	2007	35.0	18.317151	20.606053	/title/tt0841046/?ref_=fn_al_tt_1	['English']	['Denmark', 'Germany', 'Sweden']	['Comedy', 'Music']	['nm0269542/', 'nm0000604/', 'nm0005218/', 'nm1739782/', 'nm1585445/', 'nm0000855/', 'nm0064065/', 'nm0553269/', 'nm1299171/', 'nm0085290/']	7.7	nm0000436
1482	The Four Feathers	Sep	20	2002	35.0	18.306166	29.882645	/title/tt0031334/?ref_=fn_al_tt_1	['English']	['USA']	['Adventure', 'Drama', 'Romance']	['nm0166234/', 'nm0724732/', 'nm0807580/', 'nm0243454/', 'nm0420011/', 'nm0020600/', 'nm0336579/', 'nm0191544/', 'nm0062709/', 'nm0719328/']	5.2	nm0593610
